,name,year,county,time,humans,seed,sheep,lynx,wolf,predators,popst,red_fox,north,east,habitat1,habitat2
956,Ostergl,88,16,61,22.9,20383,6162,0,0,0,"266,619",117.8,375,302,3.657268978,-0.911660981
957,Kalmar,88,17,61,19.9,15282,8955,0,0,0,"232,847",81.3,237,323,3.657268978,-0.911660981
958,Jonk,88,18,61,18.1,16853,9816,0,0,0,"193,704",58.8,269,217,3.657268978,-0.911660981
959,Halland,88,19,61,23.8,25529,9428,0,0,0,"136,106",16.6,208,107,1.05374808,3.462937462
960,Kronob,88,20,61,17.1,14025,7841,0,0,0,"160,835",79,184,224,3.657268978,-0.911660981
961,Kristian,88,21,61,35.1,31918,11122,0,0,0,"221,691",103.4,103,170,-3.194101806,10.60044019
962,Blek,88,22,61,46.7,26306,8579,0,0,0,"142,602",49.4,120,263,2.835104484,0.469791159
963,Malmo,88,23,61,73,65099,16410,0,0,0,"368,817",101.6,58,136,-3.194101806,10.60044019
964,Norrb,89,1,62,1,357,326,0,0.104,0.104,"104,783",4.4,1439,513,-5.108696594,-3.057622193
965,Vasterb,89,2,62,2.1,563,744,0.017,0,0.017,"122,784",7.7,1179,415,-5.309734561,-3.355977912
966,Jamt,89,3,62,1.9,356,1729,0.092,0.185,0.277,"100,455",8.2,976,222,-4.993817756,-2.887133211
967,Vastern,89,4,62,9,2073,2854,0.043,0,0.043,"208,763",15.6,962,387,-4.781058813,-2.548038063
968,Gavle,89,5,62,10.5,3230,3648,0,0,0,"206,924",28.6,756,336,-4.062374376,-1.464477498
969,Koppar,89,6,62,6.5,3401,2668,0.263,0.033,0.296,"197,449",12.3,696,221,-5.0056477,-2.88665074
970,Varm,89,7,62,13.1,8556,4168,0.052,0,0.052,"253,326",18.4,564,140,-3.511004297,-2.628673034
971,Upps,89,8,62,16.8,17126,6856,0,0,0,"121,091",108,588,422,3.657268978,-0.911660981
972,Vastml,89,9,62,20.8,17907,3828,0,0,0,"137,453",106.3,557,337,3.154624876,-0.893471208
973,Stock,89,10,62,58.8,19294,6314,0,0,0,"399,169",80.4,519,453,3.657268978,-0.911660981
974,Orebro,89,11,62,19.5,14576,3477,0,0,0,"182,557",62.2,499,254,1.462591827,-1.005609686
975,Soderml,89,12,62,23.5,22929,5708,0,0,0,"154,991",129.1,463,361,3.657268978,-0.911660981
976,Skara,89,13,62,30.1,44992,8009,0,0,0,"247,074",103.2,382,170,0,0
977,Alvsb,89,14,62,22.3,20195,5461,0.081,0,0.081,"275,780",44.1,352,101,3.657268978,-0.911660981
978,Goteborg,89,15,62,56,24681,3403,0,0,0,"297,824",130.8,381,44,1.396316619,2.887332404
979,Ostergl,89,16,62,22.9,20506,6161,0,0,0,"266,619",84.8,375,302,3.657268978,-0.911660981
980,Kalmar,89,17,62,19.9,15363,7891,0,0,0,"232,847",60,237,323,3.657268978,-0.911660981
981,Jonk,89,18,62,18.1,17297,10109,0,0,0,"193,704",44.2,269,217,3.657268978,-0.911660981
982,Halland,89,19,62,23.8,23203,8256,0.175,0,0.175,"136,106",62.8,208,107,1.05374808,3.462937462
983,Kronob,89,20,62,17.1,14047,7788,0,0,0,"160,835",77.5,184,224,3.657268978,-0.911660981
984,Kristian,89,21,62,35.1,31737,11281,0,0,0,"221,691",106.9,103,170,-3.194101806,10.60044019
985,Blek,89,22,62,46.7,26078,8261,0,0,0,"142,602",72,120,263,2.835104484,0.469791159
986,Malmo,89,23,62,73,65414,15014,0,0,0,"368,817",103.5,58,136,-3.194101806,10.60044019
987,Norrb,90,1,63,1,331,315,0,0.208,0.208,"104,783",6.1,1439,513,-5.108696594,-3.057622193
988,Vasterb,90,2,63,2.1,598,743,0,0.034,0.034,"122,784",5.9,1179,415,-5.309734561,-3.355977912
989,Jamt,90,3,63,1.9,369,1672,0.24,0.037,0.277,"100,455",7.8,976,222,-4.993817756,-2.887133211
990,Vastern,90,4,63,9,2384,3013,0,0,0,"208,763",16.1,962,387,-4.781058813,-2.548038063
991,Gavle,90,5,63,10.5,3251,3831,0.152,0,0.152,"206,924",22.6,756,336,-4.062374376,-1.464477498
992,Koppar,90,6,63,6.5,3447,2799,0.066,0,0.066,"197,449",12.9,696,221,-5.0056477,-2.88665074
993,Varm,90,7,63,13.1,8543,4214,0.155,0,0.155,"253,326",23.8,564,140,-3.511004297,-2.628673034
994,Upps,90,8,63,16.8,17162,6855,0,0,0,"121,091",109.4,588,422,3.657268978,-0.911660981
995,Vastml,90,9,63,20.8,17789,3828,0,0,0,"137,453",95.9,557,337,3.154624876,-0.893471208
996,Stock,90,10,63,58.8,19215,6315,0,0,0,"399,169",92.4,519,453,3.657268978,-0.911660981
997,Orebro,90,11,63,19.5,14540,3574,0,0,0,"182,557",92.7,499,254,1.462591827,-1.005609686
998,Soderml,90,12,63,23.5,20418,5654,0,0,0,"154,991",126.5,463,361,3.657268978,-0.911660981
999,Skara,90,13,63,30.1,44025,8034,0,0,0,"247,074",118.2,382,170,0,0
1000,Alvsb,90,14,63,22.3,20128,5482,0.323,0,0.323,"275,780",63,352,101,3.657268978,-0.911660981
1001,Goteborg,90,15,63,56,24444,3650,0.376,0,0.376,"297,824",146,381,44,1.396316619,2.887332404
1002,Ostergl,90,16,63,22.9,20515,6415,0,0,0,"266,619",107.2,375,302,3.657268978,-0.911660981
1003,Kalmar,90,17,63,19.9,15208,8098,0,0,0,"232,847",72.5,237,323,3.657268978,-0.911660981
1004,Jonk,90,18,63,18.1,17205,10070,0,0,0,"193,704",45.4,269,217,3.657268978,-0.911660981
1005,Halland,90,19,63,23.8,23456,9176,0,0,0,"136,106",81.7,208,107,1.05374808,3.462937462
1006,Kronob,90,20,63,17.1,14153,7761,0,0,0,"160,835",80.3,184,224,3.657268978,-0.911660981
1007,Kristian,90,21,63,35.1,32647,11153,0,0,0,"221,691",99.9,103,170,-3.194101806,10.60044019
1008,Blek,90,22,63,46.7,25960,8503,0,0,0,"142,602",240.6,120,263,2.835104484,0.469791159
1009,Malmo,90,23,63,73,64563,14885,0,0,0,"368,817",102.8,58,136,-3.194101806,10.60044019
1010,Norrb,91,1,64,1,332,307,0,0.292,0.292,"104,783",6.8,1439,513,-5.108696594,-3.057622193
1011,Vasterb,91,2,64,2.1,570,733,0.017,0.169,0.186,"122,784",6.2,1179,415,-5.309734561,-3.355977912
1012,Jamt,91,3,64,1.9,370,1649,0.425,0.37,0.795,"100,455",10,976,222,-4.993817756,-2.887133211
1013,Vastern,91,4,64,9,2134,2984,0.043,0,0.043,"208,763",21.7,962,387,-4.781058813,-2.548038063
1014,Gavle,91,5,64,10.5,3346,3837,0.051,0,0.051,"206,924",39.5,756,336,-4.062374376,-1.464477498
1015,Koppar,91,6,64,6.5,3399,2551,0.164,0,0.164,"197,449",14.6,696,221,-5.0056477,-2.88665074
1016,Varm,91,7,64,13.1,9421,4092,0.206,0,0.206,"253,326",32,564,140,-3.511004297,-2.628673034
1017,Upps,91,8,64,16.8,17186,6855,0,0,0,"121,091",99.5,588,422,3.657268978,-0.911660981
1018,Vastml,91,9,64,20.8,17410,3834,0,0,0,"137,453",131.2,557,337,3.154624876,-0.893471208
1019,Stock,91,10,64,58.8,19085,6341,0,0,0,"399,169",97.2,519,453,3.657268978,-0.911660981
1020,Orebro,91,11,64,19.5,14402,3513,0,0,0,"182,557",82.2,499,254,1.462591827,-1.005609686
1021,Soderml,91,12,64,23.5,20735,5599,0,0,0,"154,991",179.2,463,361,3.657268978,-0.911660981
1022,Skara,91,13,64,30.1,44342,7820,0,0,0,"247,074",125.4,382,170,0,0
1023,Alvsb,91,14,64,22.3,19655,5624,0.081,0,0.081,"275,780",77.4,352,101,3.657268978,-0.911660981
1024,Goteborg,91,15,64,56,23909,3832,0,0,0,"297,824",176.5,381,44,1.396316619,2.887332404
1025,Ostergl,91,16,64,22.9,20335,6416,0,0,0,"266,619",143.3,375,302,3.657268978,-0.911660981
1026,Kalmar,91,17,64,19.9,14848,8170,0,0,0,"232,847",101.2,237,323,3.657268978,-0.911660981
1027,Jonk,91,18,64,18.1,17362,10071,0,0,0,"193,704",106.5,269,217,3.657268978,-0.911660981
1028,Halland,91,19,64,23.8,23494,9080,0.35,0,0.35,"136,106",88.1,208,107,1.05374808,3.462937462
1029,Kronob,91,20,64,17.1,14125,7647,0,0,0,"160,835",89.8,184,224,3.657268978,-0.911660981
1030,Kristian,91,21,64,35.1,32900,11023,0,0,0,"221,691",112.1,103,170,-3.194101806,10.60044019
1031,Blek,91,22,64,46.7,25988,8590,0,0,0,"142,602",131.6,120,263,2.835104484,0.469791159
1032,Malmo,91,23,64,73,65456,14849,0,0,0,"368,817",111.1,58,136,-3.194101806,10.60044019
1033,Norrb,92,1,65,1,343,268,0,0.472,0.472,"104,783",5.6,1439,513,-5.108696594,-3.057622193
1034,Vasterb,92,2,65,2.1,650,885,0.034,0.287,0.321,"122,784",3,1179,415,-5.309734561,-3.355977912
1035,Jamt,92,3,65,1.9,387,1652,0.222,0.259,0.481,"100,455",12.1,976,222,-4.993817756,-2.887133211
1036,Vastern,92,4,65,9,2185,3039,0.043,0,0.043,"208,763",17.1,962,387,-4.781058813,-2.548038063
1037,Gavle,92,5,65,10.5,3845,3910,0.051,0,0.051,"206,924",38.4,756,336,-4.062374376,-1.464477498
1038,Koppar,92,6,65,6.5,3250,2510,0.099,0,0.099,"197,449",18.3,696,221,-5.0056477,-2.88665074
1039,Varm,92,7,65,13.1,9915,4125,0.103,0,0.103,"253,326",39.1,564,140,-3.511004297,-2.628673034
1040,Upps,92,8,65,16.8,17385,6854,0,0,0,"121,091",109.4,588,422,3.657268978,-0.911660981
1041,Vastml,92,9,65,20.8,17732,4084,0,0,0,"137,453",105.8,557,337,3.154624876,-0.893471208
1042,Stock,92,10,65,58.8,17158,6295,0,0,0,"399,169",113.1,519,453,3.657268978,-0.911660981
1043,Orebro,92,11,65,19.5,14407,3512,0,0,0,"182,557",65.9,499,254,1.462591827,-1.005609686
1044,Soderml,92,12,65,23.5,21387,5505,0,0,0,"154,991",134,463,361,3.657268978,-0.911660981
1045,Skara,92,13,65,30.1,44837,7789,0,0,0,"247,074",130.5,382,170,0,0
1046,Alvsb,92,14,65,22.3,20045,5462,0.161,0,0.161,"275,780",62.5,352,101,3.657268978,-0.911660981
1047,Goteborg,92,15,65,56,24579,3968,0,0,0,"297,824",180.8,381,44,1.396316619,2.887332404
1048,Ostergl,92,16,65,22.9,16362,6508,0,0,0,"266,619",141.1,375,302,3.657268978,-0.911660981
1049,Kalmar,92,17,65,19.9,14831,8360,0,0,0,"232,847",78.4,237,323,3.657268978,-0.911660981
1050,Jonk,92,18,65,18.1,22897,10323,0,0,0,"193,704",72.9,269,217,3.657268978,-0.911660981
1051,Halland,92,19,65,23.8,35671,8456,0.175,0,0.175,"136,106",73.1,208,107,1.05374808,3.462937462
1052,Kronob,92,20,65,17.1,14343,7727,0,0,0,"160,835",72.3,184,224,3.657268978,-0.911660981
1053,Kristian,92,21,65,35.1,27607,10962,0,0,0,"221,691",105.1,103,170,-3.194101806,10.60044019
1054,Blek,92,22,65,46.7,25991,8599,0,0,0,"142,602",116.5,120,263,2.835104484,0.469791159
1055,Malmo,92,23,65,73,58651,14324,0,0,0,"368,817",117.8,58,136,-3.194101806,10.60044019
1056,Norrb,93,1,66,1.1,324,224,0.009,0.217,0.226,"115,500",5.3,1439,513,-5.108696594,-3.057622193
1057,Vasterb,93,2,66,2.2,655,917,0.017,0.118,0.135,"133,336",7.9,1179,415,-5.309734561,-3.355977912
1058,Jamt,93,3,66,1.9,371,1619,0.573,0.277,0.85,"104,259",22.3,976,222,-4.993817756,-2.887133211
1059,Vastern,93,4,66,9.4,2154,3031,0.216,0,0.216,"217,220",22.8,962,387,-4.781058813,-2.548038063
1060,Gavle,93,5,66,11.1,3513,4105,0.304,0,0.304,"218,864",38.9,756,336,-4.062374376,-1.464477498
1061,Koppar,93,6,66,6.8,3413,2440,0,0.066,0.066,"206,774",16.3,696,221,-5.0056477,-2.88665074
1062,Varm,93,7,66,13,10183,3768,0.309,0,0.309,"252,915",76.6,564,140,-3.511004297,-2.628673034
1063,Upps,93,8,66,17.1,17259,6854,0,0,0,"123,015",126.8,588,422,3.657268978,-0.911660981
1064,Vastml,93,9,66,21.6,17754,4191,0,0,0,"142,735",137.7,557,337,3.154624876,-0.893471208
1065,Stock,93,10,66,63.2,19305,6244,0,0,0,"429,095",87.5,519,453,3.657268978,-0.911660981
1066,Orebro,93,11,66,20.2,14638,3444,0,0,0,"188,771",78.3,499,254,1.462591827,-1.005609686
1067,Soderml,93,12,66,24.5,21191,5438,0,0,0,"161,722",142.3,463,361,3.657268978,-0.911660981
1068,Skara,93,13,66,29.7,45110,7363,0,0,0,"244,514",125.7,382,170,0,0
1069,Alvsb,93,14,66,22.2,20062,5406,0.081,0,0.081,"274,698",60.5,352,101,3.657268978,-0.911660981
1070,Goteborg,93,15,66,58.9,23498,4080,0,0,0,"313,340",88.3,381,44,1.396316619,2.887332404
1071,Ostergl,93,16,66,23.3,20613,6380,0.086,0,0.086,"270,973",163.8,375,302,3.657268978,-0.911660981
1072,Kalmar,93,17,66,19.6,14974,8132,0,0,0,"229,176",27.1,237,323,3.657268978,-0.911660981
1073,Jonk,93,18,66,18.3,17808,10297,0,0,0,"195,856",70.9,269,217,3.657268978,-0.911660981
1074,Halland,93,19,66,24.4,25301,8088,0,0,0,"139,356",82.2,208,107,1.05374808,3.462937462
1075,Kronob,93,20,66,16.8,14289,7810,0,0,0,"158,838",74,184,224,3.657268978,-0.911660981
1076,Kristian,93,21,66,34.8,32550,10411,0,0,0,"219,858",110,103,170,-3.194101806,10.60044019
1077,Blek,93,22,66,46.9,26038,8625,0,0,0,"143,387",108,120,263,2.835104484,0.469791159
1078,Malmo,93,23,66,75.9,64185,13254,0,0,0,"383,203",138.2,58,136,-3.194101806,10.60044019
1079,Norrb,94,1,67,1.1,325,224,0,0.443,0.443,"115,500",4.8,1439,513,-5.108696594,-3.057622193
1080,Vasterb,94,2,67,2.2,674,949,0.017,0.152,0.169,"133,336",10.4,1179,415,-5.309734561,-3.355977912
1081,Jamt,94,3,67,1.9,363,1579,0.37,0.277,0.647,"104,259",13.2,976,222,-4.993817756,-2.887133211
1082,Vastern,94,4,67,9.4,2175,2946,0,0,0,"217,220",19.5,962,387,-4.781058813,-2.548038063
1083,Gavle,94,5,67,11.1,3533,4081,0,0,0,"218,864",33,756,336,-4.062374376,-1.464477498
1084,Koppar,94,6,67,6.8,3330,2273,0.066,0,0.066,"206,774",18.2,696,221,-5.0056477,-2.88665074
1085,Varm,94,7,67,13,10073,3871,0.103,0,0.103,"252,915",81.1,564,140,-3.511004297,-2.628673034
1086,Upps,94,8,67,17.1,17279,6854,0,0,0,"123,015",114.8,588,422,3.657268978,-0.911660981
1087,Vastml,94,9,67,21.6,18037,4317,0,0,0,"142,735",115.4,557,337,3.154624876,-0.893471208
1088,Stock,94,10,67,63.2,19417,6191,0,0,0,"429,095",81.9,519,453,3.657268978,-0.911660981
1089,Orebro,94,11,67,20.2,14491,3524,0,0,0,"188,771",98.9,499,254,1.462591827,-1.005609686
1090,Soderml,94,12,67,24.5,21233,5233,0,0,0,"161,722",152,463,361,3.657268978,-0.911660981
1091,Skara,94,13,67,29.7,44996,7400,0,0,0,"244,514",131.6,382,170,0,0
1092,Alvsb,94,14,67,22.2,20265,5386,0.161,0,0.161,"274,698",66.2,352,101,3.657268978,-0.911660981
1093,Goteborg,94,15,67,58.9,23398,4230,0,0,0,"313,340",126.1,381,44,1.396316619,2.887332404
1094,Ostergl,94,16,67,23.3,20661,6461,0,0,0,"270,973",158.6,375,302,3.657268978,-0.911660981
1095,Kalmar,94,17,67,19.6,14677,8421,0,0,0,"229,176",71.7,237,323,3.657268978,-0.911660981
1096,Jonk,94,18,67,18.3,17954,10194,0,0,0,"195,856",77.9,269,217,3.657268978,-0.911660981
1097,Halland,94,19,67,24.4,24303,8287,0,0,0,"139,356",93.2,208,107,1.05374808,3.462937462
1098,Kronob,94,20,67,16.8,14456,7733,0,0,0,"158,838",78.9,184,224,3.657268978,-0.911660981
1099,Kristian,94,21,67,34.8,32177,9910,0,0,0,"219,858",91.5,103,170,-3.194101806,10.60044019
1100,Blek,94,22,67,46.9,26055,8600,0,0,0,"143,387",124,120,263,2.835104484,0.469791159
1101,Malmo,94,23,67,75.9,63360,12787,0,0,0,"383,203",135.8,58,136,-3.194101806,10.60044019
1102,Norrb,95,1,68,1.1,329,225,0,0.462,0.462,"115,500",5.2,1439,513,-5.108696594,-3.057622193
1103,Vasterb,95,2,68,2.2,681,1015,0.017,0.101,0.118,"133,336",11.8,1179,415,-5.309734561,-3.355977912
1104,Jamt,95,3,68,1.9,375,1516,0.499,0.813,1.312,"104,259",13.3,976,222,-4.993817756,-2.887133211
1105,Vastern,95,4,68,9.4,2146,2924,0,0,0,"217,220",14.5,962,387,-4.781058813,-2.548038063
1106,Gavle,95,5,68,11.1,3535,4072,0,0,0,"218,864",39.5,756,336,-4.062374376,-1.464477498
1107,Koppar,95,6,68,6.8,3428,2126,0.066,0,0.066,"206,774",21.1,696,221,-5.0056477,-2.88665074
1108,Varm,95,7,68,13,9823,3852,0.206,0,0.206,"252,915",89.2,564,140,-3.511004297,-2.628673034
1109,Upps,95,8,68,17.1,17385,6747,0,0,0,"123,015",118.4,588,422,3.657268978,-0.911660981
1110,Vastml,95,9,68,21.6,18389,4678,0,0,0,"142,735",142.6,557,337,3.154624876,-0.893471208
1111,Stock,95,10,68,63.2,19625,6184,0,0,0,"429,095",143,519,453,3.657268978,-0.911660981
1112,Orebro,95,11,68,20.2,14607,3452,0,0,0,"188,771",104.4,499,254,1.462591827,-1.005609686
1113,Soderml,95,12,68,24.5,21343,5064,0,0,0,"161,722",203.7,463,361,3.657268978,-0.911660981
1114,Skara,95,13,68,29.7,45155,7293,0,0,0,"244,514",162.6,382,170,0,0
1115,Alvsb,95,14,68,22.2,21887,5526,0,0,0,"274,698",58.4,352,101,3.657268978,-0.911660981
1116,Goteborg,95,15,68,58.9,23388,4371,0,0,0,"313,340",154.3,381,44,1.396316619,2.887332404
1117,Ostergl,95,16,68,23.3,20655,6477,0,0,0,"270,973",229.8,375,302,3.657268978,-0.911660981
1118,Kalmar,95,17,68,19.6,14905,8326,0,0,0,"229,176",94.7,237,323,3.657268978,-0.911660981
1119,Jonk,95,18,68,18.3,18192,10413,0,0,0,"195,856",90.3,269,217,3.657268978,-0.911660981
1120,Halland,95,19,68,24.4,24473,8015,0,0,0,"139,356",100,208,107,1.05374808,3.462937462
1121,Kronob,95,20,68,16.8,14667,7704,0,0,0,"158,838",92.6,184,224,3.657268978,-0.911660981
1122,Kristian,95,21,68,34.8,32401,9634,0,0,0,"219,858",120.6,103,170,-3.194101806,10.60044019
1123,Blek,95,22,68,46.9,25785,8232,0,0,0,"143,387",117.8,120,263,2.835104484,0.469791159
1124,Malmo,95,23,68,75.9,63207,12583,0,0,0,"383,203",149.1,58,136,-3.194101806,10.60044019
1125,Norrb,96,1,69,1.1,333,241,0,0.434,0.434,"115,500",10.6,1439,513,-5.108696594,-3.057622193
1126,Vasterb,96,2,69,2.2,691,1055,0.034,0.202,0.236,"133,336",13.1,1179,415,-5.309734561,-3.355977912
1127,Jamt,96,3,69,1.9,374,1502,0.314,0.98,1.294,"104,259",17,976,222,-4.993817756,-2.887133211
1128,Vastern,96,4,69,9.4,2190,2934,0.13,0,0.13,"217,220",21.9,962,387,-4.781058813,-2.548038063
1129,Gavle,96,5,69,11.1,3543,4100,0.202,0,0.202,"218,864",41.2,756,336,-4.062374376,-1.464477498
1130,Koppar,96,6,69,6.8,3369,2147,0.066,0.132,0.198,"206,774",24.6,696,221,-5.0056477,-2.88665074
1131,Varm,96,7,69,13,9489,3629,0.103,0.052,0.155,"252,915",105.1,564,140,-3.511004297,-2.628673034
1132,Upps,96,8,69,17.1,17392,6720,0,0,0,"123,015",123.4,588,422,3.657268978,-0.911660981
1133,Vastml,96,9,69,21.6,18445,4743,0,0,0,"142,735",118.1,557,337,3.154624876,-0.893471208
1134,Stock,96,10,69,63.2,19743,6185,0,0,0,"429,095",130.2,519,453,3.657268978,-0.911660981
1135,Orebro,96,11,69,20.2,14545,3356,0,0,0,"188,771",105,499,254,1.462591827,-1.005609686
1136,Soderml,96,12,69,24.5,21273,4919,0,0,0,"161,722",183.8,463,361,3.657268978,-0.911660981
1137,Skara,96,13,69,29.7,44753,6964,0,0,0,"244,514",173,382,170,0,0
1138,Alvsb,96,14,69,22.2,21576,5440,0,0,0,"274,698",92.7,352,101,3.657268978,-0.911660981
1139,Goteborg,96,15,69,58.9,23253,4425,0,0,0,"313,340",179.9,381,44,1.396316619,2.887332404
1140,Ostergl,96,16,69,23.3,20617,6438,0,0,0,"270,973",222.8,375,302,3.657268978,-0.911660981
1141,Kalmar,96,17,69,19.6,14929,8234,0,0,0,"229,176",77.3,237,323,3.657268978,-0.911660981
1142,Jonk,96,18,69,18.3,17839,10273,0.093,0,0.093,"195,856",58.1,269,217,3.657268978,-0.911660981
1143,Halland,96,19,69,24.4,24012,7621,0.175,0,0.175,"139,356",90.2,208,107,1.05374808,3.462937462
1144,Kronob,96,20,69,16.8,14683,7671,0,0,0,"158,838",75.9,184,224,3.657268978,-0.911660981
1145,Kristian,96,21,69,34.8,32207,9468,0,0,0,"219,858",125.1,103,170,-3.194101806,10.60044019
1146,Blek,96,22,69,46.9,24272,8123,0,0,0,"143,387",120.4,120,263,2.835104484,0.469791159
1147,Malmo,96,23,69,75.9,62337,11799,0,0,0,"383,203",137.4,58,136,-3.194101806,10.60044019
1148,Norrb,97,1,70,1.1,329,235,0,0.396,0.396,"115,500",8.5,1439,513,-5.108696594,-3.057622193
1149,Vasterb,97,2,70,2.2,693,1116,0.658,0.219,0.877,"133,336",7,1179,415,-5.309734561,-3.355977912
1150,Jamt,97,3,70,1.9,380,1589,0.37,0.388,0.758,"104,259",17.1,976,222,-4.993817756,-2.887133211
1151,Vastern,97,4,70,9.4,2217,2930,0.043,0,0.043,"217,220",18.5,962,387,-4.781058813,-2.548038063
1152,Gavle,97,5,70,11.1,3543,4100,0.405,0,0.405,"218,864",49.5,756,336,-4.062374376,-1.464477498
1153,Koppar,97,6,70,6.8,3279,2394,0.099,0.132,0.231,"206,774",22.3,696,221,-5.0056477,-2.88665074
1154,Varm,97,7,70,13,9545,3396,0.103,0,0.103,"252,915",40.5,564,140,-3.511004297,-2.628673034
1155,Upps,97,8,70,17.1,17406,6720,0,0,0,"123,015",91.2,588,422,3.657268978,-0.911660981
1156,Vastml,97,9,70,21.6,18496,4721,0,0,0,"142,735",109,557,337,3.154624876,-0.893471208
1157,Stock,97,10,70,63.2,19893,6166,0,0,0,"429,095",120.6,519,453,3.657268978,-0.911660981
1158,Orebro,97,11,70,20.2,14460,3347,0,0,0,"188,771",81.4,499,254,1.462591827,-1.005609686
1159,Soderml,97,12,70,24.5,21324,4796,0,0,0,"161,722",155.1,463,361,3.657268978,-0.911660981
1160,Skara,97,13,70,29.7,44839,6828,0,0,0,"244,514",129.9,382,170,0,0
1161,Alvsb,97,14,70,22.2,22469,5311,0,0,0,"274,698",75.6,352,101,3.657268978,-0.911660981
1162,Goteborg,97,15,70,58.9,23081,4669,0,0,0,"313,340",134.2,381,44,1.396316619,2.887332404
1163,Ostergl,97,16,70,23.3,20400,6237,0,0,0,"270,973",185.6,375,302,3.657268978,-0.911660981
1164,Kalmar,97,17,70,19.6,14853,8167,0,0,0,"229,176",77.9,237,323,3.657268978,-0.911660981
1165,Jonk,97,18,70,18.3,17527,10420,0,0,0,"195,856",43.4,269,217,3.657268978,-0.911660981
1166,Halland,97,19,70,24.4,24237,7497,0,0,0,"139,356",87.2,208,107,1.05374808,3.462937462
1167,Kronob,97,20,70,16.8,14617,7582,0,0,0,"158,838",78.5,184,224,3.657268978,-0.911660981
1168,Kristian,97,21,70,34.8,31744,9314,0,0,0,"219,858",97.5,103,170,-3.194101806,10.60044019
1169,Blek,97,22,70,46.9,24347,7818,0,0,0,"143,387",120.1,120,263,2.835104484,0.469791159
1170,Malmo,97,23,70,75.9,62589,11443,0,0,0,"383,203",139.6,58,136,-3.194101806,10.60044019
1171,Norrb,98,1,71,1.3,332,231,0,0.377,0.377,"134,769",6.8,1439,513,-5.108696594,-3.057622193
1172,Vasterb,98,2,71,2.4,706,1107,0.034,0.219,0.253,"143,735",12.2,1179,415,-5.309734561,-3.355977912
1173,Jamt,98,3,71,2.1,396,1620,0.296,0.776,1.072,"111,391",18.4,976,222,-4.993817756,-2.887133211
1174,Vastern,98,4,71,10.1,2223,3388,0.13,0,0.13,"232,311",16.2,962,387,-4.781058813,-2.548038063
1175,Gavle,98,5,71,12,3543,4118,0.304,0,0.304,"238,048",29.8,756,336,-4.062374376,-1.464477498
1176,Koppar,98,6,71,7.2,3264,2324,0.099,0.132,0.231,"217,708",21.8,696,221,-5.0056477,-2.88665074
1177,Varm,98,7,71,13.1,9762,3332,0.103,0,0.103,"254,284",44.6,564,140,-3.511004297,-2.628673034
1178,Upps,98,8,71,17.2,17381,6659,0,0,0,"123,863",124.2,588,422,3.657268978,-0.911660981
1179,Vastml,98,9,71,22.4,18673,4704,0,0,0,"148,271",123.8,557,337,3.154624876,-0.893471208
1180,Stock,98,10,71,69.7,20011,6045,0.147,0,0.147,"473,476",74.8,519,453,3.657268978,-0.911660981
1181,Orebro,98,11,71,20.9,14532,3208,0.107,0,0.107,"194,924",91.6,499,254,1.462591827,-1.005609686
1182,Soderml,98,12,71,25.3,21263,4690,0,0,0,"167,428",150.9,463,361,3.657268978,-0.911660981
1183,Skara,98,13,71,29.3,44999,6960,0,0,0,"241,069",175.2,382,170,0,0
1184,Alvsb,98,14,71,22.6,22829,5185,0,0,0,"279,514",90.9,352,101,3.657268978,-0.911660981
1185,Goteborg,98,15,71,63.4,22734,4909,0,0,0,"337,175",109.4,381,44,1.396316619,2.887332404
1186,Ostergl,98,16,71,24,20576,6244,0,0,0,"279,449",151.9,375,302,3.657268978,-0.911660981
1187,Kalmar,98,17,71,19.5,14992,8208,0,0,0,"227,625",86.3,237,323,3.657268978,-0.911660981
1188,Jonk,98,18,71,19,16741,10322,0,0,0,"203,036",37.2,269,217,3.657268978,-0.911660981
1189,Halland,98,19,71,24.8,24299,7426,0,0,0,"141,688",95.1,208,107,1.05374808,3.462937462
1190,Kronob,98,20,71,16.9,14651,7472,0,0,0,"159,124",96.5,184,224,3.657268978,-0.911660981
1191,Kristian,98,21,71,34.7,31683,8833,0,0,0,"219,166",100.5,103,170,-3.194101806,10.60044019
1192,Blek,98,22,71,47.9,24451,7832,0,0,0,"146,302",132.2,120,263,2.835104484,0.469791159
1193,Malmo,98,23,71,81,63078,10727,0,0,0,"409,304",144.9,58,136,-3.194101806,10.60044019
1194,Norrb,99,1,72,1.3,333,229,0.009,0.151,0.16,"134,769",5.3,1439,513,-5.108696594,-3.057622193
1195,Vasterb,99,2,72,2.4,726,1055,0.017,0.304,0.321,"143,735",12,1179,415,-5.309734561,-3.355977912
1196,Jamt,99,3,72,2.1,395,1630,0.314,0.739,1.053,"111,391",12.7,976,222,-4.993817756,-2.887133211
1197,Vastern,99,4,72,10.1,2338,4523,0.173,0,0.173,"232,311",16.4,962,387,-4.781058813,-2.548038063
1198,Gavle,99,5,72,12,3543,4118,0.202,0,0.202,"238,048",51.3,756,336,-4.062374376,-1.464477498
1199,Koppar,99,6,72,7.2,3187,2103,0.23,0.164,0.394,"217,708",31.4,696,221,-5.0056477,-2.88665074
1200,Varm,99,7,72,13.1,9695,3248,0,0,0,"254,284",112.2,564,140,-3.511004297,-2.628673034
1201,Upps,99,8,72,17.2,16966,6567,0,0,0,"123,863",148.4,588,422,3.657268978,-0.911660981
